Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
GRC01,05/04/2018,0000002817,KUEHNE AND NAGEL AE METAFORWN,GRC,CARGO/PASSENGER TRANSPORT,"338,272"
HQSMS,05/04/2018,0000042201,THE MEDICAL EXPORT GROUP BV,NLD,MISC DRUGS,"444,875"
HQSMS,05/04/2018,0000042214,Shree Balaji Woollen Mills,IND,BLANKETS,"167,270"
KEN01,05/04/2018,0000010707,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"116,776"
KEN01,05/04/2018,0000010708,TOTAL KENYA LIMITED,KEN,DIESEL,"159,507"
TUR01,05/04/2018,0000004623,ADECCO HIZMET VE DANISMANLIK A.S,TUR,BUSINESS/ ADMINISTRATIVE SER,"227,961"
UNOPS,05/04/2018,0000000177,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"345,143"
UNOPS,05/04/2018,0000000178,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"753,149"
UNOPS,05/04/2018,0000000179,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"712,090"
UNOPS,05/04/2018,0000000180,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"979,441"
UNOPS,05/04/2018,0000000181,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"889,236"
HQSMS,04/04/2018,0000042186,DALMAR TRANSPORTERS LTD,KEN,CARGO/PASSENGER TRANSPORT,"102,600"
HQSMS,04/04/2018,0000042191,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"173,400"
HQSMS,04/04/2018,0000042195,NRS Relief FZE,ARE,WATER BUCKET/ BASINE,"119,808"
HQSMS,04/04/2018,0000042196,OPEN TEXT AG - SUISSE,CHE,COMPUTER SERVICES,"105,822"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
KOR01,04/04/2018,0000000840,Salesworks Korea LLC,KOR,ADVERTISING/ INFORMATION SER,"372,157"
UNOPS,04/04/2018,0000000168,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"241,083"
UNOPS,04/04/2018,0000000169,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"117,533"
UNOPS,04/04/2018,0000000170,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"182,255"
UNOPS,04/04/2018,0000000172,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"896,710"
UNOPS,04/04/2018,0000000173,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"930,858"
UNOPS,04/04/2018,0000000174,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"306,785"
UNOPS,04/04/2018,0000000175,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"170,893"
UNOPS,04/04/2018,0000000176,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"265,111"
HQSMS,03/04/2018,0000042173,DANOFFICE PLC,DNK,COMPUTERS,"132,300"
HQSMS,03/04/2018,0000042178,Farmingtons AUTOMOTIVE Gmbh,DEU,SPARE PARTS/ ACCESSORIES,"114,414"
HQSMS,03/04/2018,0000042185,GOLDEN AFRICA KENYA LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"492,100"
BGD01,02/04/2018,0000001413,Sardar Global Trading Co. Ltd.,BGD,CONCRETE/ CEMENT/ PLASTER,"504,267"
UNOPS,02/04/2018,0000000167,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"642,044"
UNOPS,02/04/2018,0000000207,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"338,429"
ITA01,01/04/2018,0000001899,Regus Business Centres Italia Srl,ITA,BUSINESS/ ADMINISTRATIVE SER,"166,667"
YEM01,30/03/2018,0000003282,Efficiency World Traiding Company,YEM,WOOD POLES,"425,334"
HQSMS,29/03/2018,0000042159,REGIE DU RHONE SA,CHE,STORAGE/PACKING/HANDLING,"122,978"
NGA01,29/03/2018,0000001703,EBUKRIS WORLDWIDE VENTURES,NGA,KITCHENWARE,"119,401"
TUR01,29/03/2018,0000004608,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"172,353"
TZA01,29/03/2018,0000004044,WORLD FOOD PROGRAMME,ITA,CHARTERS,"848,958"
HQSMS,28/03/2018,0000042139,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"224,055"
HQSMS,28/03/2018,0000042147,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"292,670"
HQSMS,28/03/2018,0000042150,FONDATION DES PARKINGS,CHE,BUSINESS/ ADMINISTRATIVE SER,"245,367"
IND01,28/03/2018,0000000547,SOTC Travel Ltd,IND,CARGO/PASSENGER TRANSPORT,"144,244"
IND01,28/03/2018,0000000548,RAMADHAR & COMPANY,IND,BUSINESS/ ADMINISTRATIVE SER,"184,928"
SSD01,28/03/2018,0000003399,Zion Supplies Ltd,UGA,CLEANING/ LAUNDRY EQUIPMENT,"115,624"
SYR01,28/03/2018,0000004989,TAREK SAYEGH Est For Trading&Contracting,LBN,STRUCTURAL BUILDING PRODUCTS /,"492,860"
THA01,28/03/2018,0000001567,WAVEMAKER SINGAPORE,SGP,ADVERTISING/ INFORMATION SER,"170,000"
UKR01,28/03/2018,0000002542,UNDP IN UKRAINE,UKR,BUSINESS/ ADMINISTRATIVE SER,"116,694"
UNOPS,28/03/2018,0000000166,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"103,506"
CAN01,27/03/2018,0000001128,Fundraising Direct,CAN,ADVERTISING/ INFORMATION SER,"166,115"
GRC01,27/03/2018,0000002792,KIMONAS SAXIONIS-X.SAXIONI OE,GRC,MEETING/TRAVEL/ FOOD SER,"230,061"
HQSMS,27/03/2018,0000042127,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"395,340"
HQSMS,27/03/2018,0000042133,ServiceNow Nederland BV,NLD,COMPUTER SERVICES,"176,400"
HQSMS,27/03/2018,0000042136,UNITED NATIONS OFFICE AT GENEVA,CHE,SECURITY/ SAFETY SERVICES,"3,600,000"
JOR01,27/03/2018,0000005211,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"5,127,119"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
JOR01,27/03/2018,0000005211,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"155,367"
SDN01,27/03/2018,0000006327,ALAZHARI MAKKI ELSADIG INTERNATIONAL CO.,SDN,LAMP/ LAMP COMPONENTS,"110,716"
UNOPS,27/03/2018,0000000161,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"615,628"
UNOPS,27/03/2018,0000000162,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"617,463"
UNOPS,27/03/2018,0000000163,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"223,208"
UNOPS,27/03/2018,0000000164,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"261,206"
UNOPS,27/03/2018,0000000165,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"310,901"
AFG01,26/03/2018,0000004709,Afghan National Police,AFG,SECURITY/ SAFETY SERVICES,"183,045"
BEL01,26/03/2018,0000001286,CORNALINE HOUSE S.A.,BEL,BUSINESS/ ADMINISTRATIVE SER,"281,982"
DONIK,26/03/2018,0000000531,Fast Retailing Co. Ltd.,JPN,CLOTHING,"431,480"
ETH01,26/03/2018,0000006575,MOENCO,ETH,SPARE PARTS/ ACCESSORIES,"224,842"
HQSMS,26/03/2018,0000042113,WILLIS LTD,GBR,INSURANCE SERVICES,"415,000"
HQSMS,26/03/2018,0000042115,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"184,291"
JOR01,26/03/2018,0000005210,Jordan Modern Oil and Fuel Services Ltd,JOR,PETROL/BENZINE,"203,244"
UNOPS,26/03/2018,0000000152,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"479,415"
UNOPS,26/03/2018,0000000153,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"528,898"
UNOPS,26/03/2018,0000000154,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"261,345"
UNOPS,26/03/2018,0000000155,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"604,256"
UNOPS,26/03/2018,0000000156,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"562,666"
UNOPS,26/03/2018,0000000157,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"523,085"
UNOPS,26/03/2018,0000000158,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"528,681"
UNOPS,26/03/2018,0000000159,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"538,909"
UNOPS,26/03/2018,0000000160,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"574,148"
SYR01,25/03/2018,0000004987,TAREK SAYEGH Est For Trading&Contracting,LBN,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"533,800"
HQSMS,23/03/2018,0000042094,GOLDEN AFRICA KENYA LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"126,348"
HQSMS,23/03/2018,0000042099,DANOFFICE PLC,DNK,COMPUTERS,"132,300"
KEN01,23/03/2018,0000010683,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,STRUCTURAL BUILDING PRODUCTS /,"655,302"
KEN01,23/03/2018,0000010684,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"251,542"
THA01,23/03/2018,0000001565,RMA Automotive Company Limited,THA,ENGINEERING SERVICES,"115,820"
TZA01,23/03/2018,0000004041,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"267,649"
TZA01,23/03/2018,0000004042,PUMA ENERGY TANZANIA LIMITED,TZA,DIESEL,"247,972"
CHN01,22/03/2018,0000002222,ARTISTRY PRINTING COMPANY LIMITED,HKG,PHOTO/ GRAPHIC/ DESIGN SER,"130,840"
DONIK,22/03/2018,0000000530,Fast Retailing Co. Ltd.,JPN,CLOTHING,"391,058"
ETH01,22/03/2018,0000006560,DH GEDA BLANKET FACTORY,ETH,BLANKETS,"136,876"
GBR01,22/03/2018,0000000468,FREDERICK HOLT & COMPANY LIMITED,GBR,BUSINESS/ ADMINISTRATIVE SER,"188,245"
HQSMS,22/03/2018,0000042083,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"198,000"
SSD01,22/03/2018,0000003389,DALMAR TRANSPORTERS LTD,KEN,CARGO/PASSENGER TRANSPORT,"147,950"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TCD01,22/03/2018,0000006288,AHMAT GONI BICHARA,TCD,BUSINESS/ ADMINISTRATIVE SER,"102,830"
TCD01,22/03/2018,0000006289,WFP CHAD IMPREST ACCOUNT XAF,TCD,MEETING/TRAVEL/ FOOD SER,"196,312"
ZAF01,22/03/2018,0000001628,RAB PROPERTY INVESTMENTS (PTY) LTD,ZAF,BUSINESS/ ADMINISTRATIVE SER,"422,104"
ETH01,21/03/2018,0000006557,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"372,637"
HQSMS,21/03/2018,0000042074,PLANSON INTERNATIONAL CO.,USA,DATA COLLECTION EQUIPMENT,"127,607"
HQSMS,21/03/2018,0000042075,ATEA,DNK,DATA COLLECTION EQUIPMENT,"145,200"
HQSMS,21/03/2018,0000042080,Wavestone Advisors Switerland Sàrl,CHE,FINANCIAL SERVICES,"117,705"
HQSMS,21/03/2018,0000042081,PLANSON INTERNATIONAL CORPORATION,USA,COMPUTERS,"137,800"
NER01,21/03/2018,0000002520,MAT ENERGIES,NER,AIR COOLED POWER GENERATORS,"108,322"
UNOPS,21/03/2018,0000000149,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"1,308,624"
ZAF01,21/03/2018,0000001622,Bidvest Protea Coin,ZAF,SECURITY/ SAFETY SERVICES,"123,181"
COD01,20/03/2018,0000007147,ACOF SPRL,COD,CARGO/PASSENGER TRANSPORT,"201,190"
HQSMS,20/03/2018,0000042067,"Cloudnexa, Inc.",USA,COMPUTER SERVICES,"240,672"
IRQ01,20/03/2018,0000003428,IRQ Zain (Atheer),KWT,TELECOMS SERVICES,"120,000"
SOM01,20/03/2018,0000002500,RA INTERNATIONAL FZCO,SOM,BUSINESS/ ADMINISTRATIVE SER,"292,000"
SOM01,20/03/2018,0000002500,RA INTERNATIONAL FZCO,SOM,STRUCTURAL BUILDING PRODUCTS /,"472,675"
UNOPS,20/03/2018,0000000119,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"302,489"
UNOPS,20/03/2018,0000000124,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"602,930"
UNOPS,20/03/2018,0000000147,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"650,968"
AFG01,19/03/2018,0000004706,HART SECURITY LIMITED,AFG,SECURITY/ SAFETY SERVICES,"2,037,430"
CMR01,19/03/2018,0000004969,PNUD,CMR,BUSINESS/ ADMINISTRATIVE SER,"108,252"
DONIK,19/03/2018,0000000528,TOMS SHOES LLC,USA,FOOTWEAR,"138,000"
THA01,19/03/2018,0000001563,UN ESCAP,THA,BUSINESS/ ADMINISTRATIVE SER,"214,980"
UNOPS,19/03/2018,0000000144,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"611,058"
UNOPS,19/03/2018,0000000145,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"697,214"
SYR01,18/03/2018,0000004983,ALHOUDA SARL,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"128,650"
HQSMS,16/03/2018,0000042037,DANIMEX COMMUNICATION,DNK,VHF EQUIPMENT,"111,134"
HQSMS,16/03/2018,0000042042,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"106,530"
KOR01,16/03/2018,0000000838,"Slowalk Co., Ltd.",KOR,PHOTO/ GRAPHIC/ DESIGN SER,"159,415"
KOR01,16/03/2018,0000000839,"Woori DM Co., Ltd.",KOR,BUSINESS/ ADMINISTRATIVE SER,"264,532"
UNOPS,16/03/2018,0000000143,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"545,881"
GRC01,15/03/2018,0000002767,AMAXOTECHNIKI - S.A.,GRC,BEDCLOTHES/ MATRESSES/ TOWELS,"100,991"
BGD01,14/03/2018,0000001396,Shopno Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"116,515"
BGD01,14/03/2018,0000001397,MDS Enterprise,BGD,STRUCTURAL BUILDING PRODUCTS /,"107,088"
COL01,14/03/2018,0000004005,CASALIMPIA S.A.,COL,MAINTENANCE/ CONSTRUCTION SER,"113,995"
GRC01,14/03/2018,0000002763,RAMOS S.A. TECHNICAL TRADE IMPORTS DISTR,GRC,COOKING STOVES,"124,982"
GRC01,14/03/2018,0000002764,AMAXOTECHNIKI - S.A.,GRC,CLEANING/ LAUNDRY EQUIPMENT,"127,578"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,14/03/2018,0000042005,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"438,492"
HQSMS,14/03/2018,0000042006,CORITY SOFTWARE INC,CAN,COMPUTER SERVICES,"101,900"
HQSMS,14/03/2018,0000042008,TOYOTA MOTOR CORPORATION,JPN,4x4 DC PICK-UP,"218,914"
HQSMS,14/03/2018,0000042008,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"1,764,452"
HQSMS,14/03/2018,0000042008,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"218,830"
NLD01,14/03/2018,0000000035,Wavemaker Global Limited,GBR,ADVERTISING/ INFORMATION SER,"402,778"
SYR01,14/03/2018,0000004982,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"167,613"
UNOPS,14/03/2018,0000000142,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"284,990"
CAF01,13/03/2018,0000001963,WORLD FOOD PROGRAMME,CAF,CARGO/PASSENGER TRANSPORT,"101,900"
HQSMS,13/03/2018,0000041988,UNIVERSALIA MANAGEMENT GROUP,CAN,EVALUATION SERVICE,"221,924"
HQSMS,13/03/2018,0000041989,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"109,800"
HQSMS,13/03/2018,0000041990,KITCHEN ESSENTIALS,IND,KITCHENWARE,"223,490"
HQSMS,13/03/2018,0000041993,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"326,180"
KEN01,13/03/2018,0000010662,WFP SOMALIA,KEN,CHARTERS,"250,000"
TZA01,13/03/2018,0000004034,ASTRA PHARMA (T) LTD,TZA,MISC MEDICAL SUPPLIES,"183,049"
HQSMS,12/03/2018,0000041983,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"300,560"
IRQ01,12/03/2018,0000003424,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"3,000,000"
THA01,12/03/2018,0000001560,"PHD (THAILAND) CO.,LTD.",THA,ADVERTISING/ INFORMATION SER,"117,589"
HQSMS,09/03/2018,0000041960,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"113,685"
HQSMS,09/03/2018,0000041966,WIPRO LIMITED,IND,FINANCIAL SERVICES,"219,042"
AFG01,08/03/2018,0000004699,ARIA TARGET TRADING LTD.,AFG,BUSINESS/ ADMINISTRATIVE SER,"1,080,540"
AFG01,08/03/2018,0000004699,ARIA TARGET TRADING LTD.,AFG,STRUCTURAL BUILDING PRODUCTS /,"800,280"
ALB01,08/03/2018,0000000310,UNDP Albania,ALB,BUSINESS/ ADMINISTRATIVE SER,"145,101"
GRC01,08/03/2018,0000002746,KIMONAS SAXIONIS-X.SAXIONI OE,GRC,MEETING/TRAVEL/ FOOD SER,"237,730"
HQSMS,08/03/2018,0000041947,NOVACOM SERVICES,FRA,GFM VTS FEES,"139,799"
HQSMS,08/03/2018,0000041955,NUTRISET SAS,FRA,PREPARED/ PRESERVED FOODS,"186,016"
JOR01,08/03/2018,0000005189,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"661,723"
THA01,08/03/2018,0000001556,RMA Automotive Company Limited,THA,ENGINEERING SERVICES,"115,820"
TUR01,08/03/2018,0000004552,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"167,453"
HQSMS,07/03/2018,0000041934,HCL Technologies Limited,IND,SOFTWARE,"107,730"
JOR01,07/03/2018,0000005188,Electricity Distribution Company (EDCO),JOR,UTILITIES,"1,370,057"
LBN01,07/03/2018,0000002834,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"630,000"
TUR01,07/03/2018,0000004539,DIGITAL SAGLIK HIZMETLERI LTD. STI.,TUR,HEALTHCARE SERVICES,"145,000"
YECBI,07/03/2018,0000000004,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"203,895"
HQSMS,06/03/2018,0000041924,MANNET SARL,CHE,BUSINESS/ ADMINISTRATIVE SER,"235,000"
HQSMS,06/03/2018,0000041931,Clements & Company Inc.,USA,GFM INSURANCE FEES,"118,750"
LBY01,06/03/2018,0000000593,Palm City Limited,LBY,BUSINESS/ ADMINISTRATIVE SER,"158,930"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
MMR01,06/03/2018,0000002212,EXERA MYANMAR LIMITED,MMR,SECURITY/ SAFETY SERVICES,"131,366"
NER01,06/03/2018,0000002498,IRD,NER,ENGINEERING SERVICES,"101,061"
PSFRR,06/03/2018,0000001210,COLLEGIO FIGLI IMMACOLATO CUORE DI MARIA,ITA,BUSINESS/ ADMINISTRATIVE SER,"199,607"
YECBI,06/03/2018,0000000001,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"170,254"
YECBI,06/03/2018,0000000002,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"239,442"
YECBI,06/03/2018,0000000003,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"200,480"
PSFRR,05/03/2018,0000001205,METADONORS SRL,ITA,ADVERTISING/ INFORMATION SER,"154,601"
JORMN,04/03/2018,0000000390,Landmark Hotel,JOR,MEETING/TRAVEL/ FOOD SER,"204,251"
BGD01,03/03/2018,0000001378,Infinity Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"101,644"
DONIK,02/03/2018,0000000526,Government of Hungary,HUN,BUSINESS/ ADMINISTRATIVE SER,"3,057,612"
HQSMS,02/03/2018,0000041909,Top-Net Services SA,CHE,MAINTENANCE/ CONSTRUCTION SER,"373,351"
NLD01,02/03/2018,0000000033,Streetwise Marketing& Promotion Group BV,NLD,ADVERTISING/ INFORMATION SER,"423,669"
UNOPS,02/03/2018,0000000138,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"1,237,738"
COD01,01/03/2018,0000007119,WORLD FOOD PROGRAMME,ITA,CHARTERS,"2,853,486"
HQSMS,01/03/2018,0000041882,EntServ Schweiz GmbH,CHE,COMPUTER SERVICES,"168,954"
JORSC,01/03/2018,0000000659,Sunrise Communications AG,CHE,COMPUTER SERVICES,"367,084"
LBN01,01/03/2018,0000002827,S AND K PROPERTIES SAL,LBN,BUSINESS/ ADMINISTRATIVE SER,"135,000"
NER01,01/03/2018,0000002491,ENT INDI TILALT HAIDARA ELH ABDOULKADER,NER,BUSINESS/ ADMINISTRATIVE SER,"123,396"
NER01,01/03/2018,0000002494,BARKE MAHAMAN MOUSTAPHA,NER,BUSINESS/ ADMINISTRATIVE SER,"149,571"
NLD01,01/03/2018,0000000031,MOSAIC FULFILMENT SOLUTIONS LIMITED,GBR,ADVERTISING/ INFORMATION SER,"138,889"
UNOPS,01/03/2018,0000000136,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"140,026"
UNOPS,01/03/2018,0000000137,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"157,510"
CMR01,28/02/2018,0000004889,ETS BOUBAKARY HAROUNA,CMR,"STRUCTURAL MATERIALS ( TIMBER,","106,566"
FRA01,28/02/2018,0000001569,PREVOIR VIE IMMO PLACE,FRA,BUSINESS/ ADMINISTRATIVE SER,"204,969"
HQSMS,28/02/2018,0000041848,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"173,400"
HQSMS,28/02/2018,0000041852,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"652,500"
HQSMS,28/02/2018,0000041853,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"438,492"
HQSMS,28/02/2018,0000041865,Shree Balaji Woollen Mills,IND,BLANKETS,"104,544"
HQSMS,28/02/2018,0000041866,ALPINTER,BEL,BLANKETS,"193,536"
SYR01,28/02/2018,0000004978,Joseph and Elie Sanossian Company,SYR,STRUCTURAL BUILDING PRODUCTS /,"1,028,444"
SYR01,28/02/2018,0000004979,TAREK SAYEGH Est For Trading&Contracting,LBN,STRUCTURAL BUILDING PRODUCTS /,"906,862"
TZA01,28/02/2018,0000004030,EFT TEMP.ACCOUNT,TZA,FINANCIAL SERVICES,"130,526"
UNOPS,28/02/2018,0000000134,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"261,704"
UNOPS,28/02/2018,0000000135,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"260,878"
BGD01,27/02/2018,0000001376,Infinity Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"140,979"
BGD01,27/02/2018,0000001377,Infinity Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"264,257"
HQSMS,27/02/2018,0000041843,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"124,565"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,27/02/2018,0000041844,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"283,200"
JOR01,27/02/2018,0000005158,Mindset,JOR,ENGINEERING SERVICES,"285,819"
KOR01,27/02/2018,0000000834,"Will and Vision Co., LTD.",KOR,ADVERTISING/ INFORMATION SER,"105,709"
NER01,27/02/2018,0000002485,ELH MAHAMADOU IBRAHIM,NER,STRUCTURAL BUILDING PRODUCTS /,"113,669"
NGA01,27/02/2018,0000001676,BABAGONI BOLORI,NGA,STRUCTURAL BUILDING PRODUCTS /,"221,870"
UNOPS,27/02/2018,0000000132,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"294,226"
BGD01,26/02/2018,0000001370,M/s. Zim Traders,BGD,FUELS (UNSPECIFIED),"517,190"
BGD01,26/02/2018,0000001372,S. M. ENTERPRISE,BGD,FUELS (UNSPECIFIED),"769,966"
BGD01,26/02/2018,0000001373,M/s. Caytara Constructions,BGD,FUELS (UNSPECIFIED),"290,691"
BGD01,26/02/2018,0000001374,SECUREX PRIVATE LIMITED,BGD,BUSINESS/ ADMINISTRATIVE SER,"127,192"
HQSMS,26/02/2018,0000041837,DGM VERON GRAUER S.A.,CHE,BUSINESS/ ADMINISTRATIVE SER,"128,617"
JOR01,26/02/2018,0000005155,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"5,225,989"
JOR01,26/02/2018,0000005155,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"313,559"
JORMN,26/02/2018,0000000389,IrisGuard Inc,GBR,COMPUTER SERVICES,"165,000"
LBN01,26/02/2018,0000002822,S AND K PROPERTIES SAL,LBN,BUSINESS/ ADMINISTRATIVE SER,"700,000"
TUR01,26/02/2018,0000004511,SECURITAS GUVENLIK SISTEMLERI A.S.,TUR,SECURITY/ SAFETY SERVICES,"952,104"
TUR01,26/02/2018,0000004513,SECURITAS GUVENLIK SISTEMLERI A.S.,TUR,SECURITY/ SAFETY SERVICES,"634,736"
TUR01,26/02/2018,0000004521,BARAKA TERCUME DIS TICARET,TUR,WRITING/TRANSLATION/ INTERPRET,"106,707"
EGY01,25/02/2018,0000002036,mohamed moktar mohamed medhat eldiwany,EGY,BUSINESS/ ADMINISTRATIVE SER,"114,000"
EGY01,25/02/2018,0000002038,Diocese of Egypt,EGY,BUSINESS/ ADMINISTRATIVE SER,"287,235"
EGY01,25/02/2018,0000002039,Family Hospital Company,EGY,BUSINESS/ ADMINISTRATIVE SER,"189,000"
SYR01,25/02/2018,0000004977,PROGUARD for safety and security service,SYR,SECURITY/ SAFETY SERVICES,"330,000"
UGA01,25/02/2018,0000006649,CRESTANKS LIMITED,UGA,WATER PIPES/ RELATED SUPPLIERS,"251,942"
BIH01,23/02/2018,0000002318,UNITIC d.o.o.,BIH,BUSINESS/ ADMINISTRATIVE SER,"188,617"
HQSMS,23/02/2018,0000041820,SERVICES INDUSTRIELS DE GENEVE,CHE,UTILITIES,"278,671"
HQSMS,23/02/2018,0000041821,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"173,485"
PSFRR,23/02/2018,0000001198,CARAT ITALIA SPA,ITA,ADVERTISING/ INFORMATION SER,"203,958"
RWA01,23/02/2018,0000001565,KOBIL RWANDA SARL,RWA,DIESEL,"547,978"
TUR01,23/02/2018,0000004506,SERENAS ULUSLARARASI TURIZM KONGRE,TUR,MEETING/TRAVEL/ FOOD SER,"198,355"
UNOPS,23/02/2018,0000000128,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"257,070"
